"Repeat","Fold","Observation","Observed","Dataset","Target"
1,1,1318,0.55935,"parkinsons","DFA"
1,1,1319,0.61745,"parkinsons","DFA"
1,1,1320,0.5745,"parkinsons","DFA"
1,1,1321,0.56789,"parkinsons","DFA"
1,1,1322,0.55313,"parkinsons","DFA"
1,1,1323,0.57432,"parkinsons","DFA"
1,1,1324,0.62713,"parkinsons","DFA"
1,1,1325,0.56493,"parkinsons","DFA"
1,1,1326,0.59826,"parkinsons","DFA"
1,1,1327,0.58284,"parkinsons","DFA"
1,1,1328,0.5556,"parkinsons","DFA"
1,1,1329,0.61363,"parkinsons","DFA"
1,1,1330,0.61228,"parkinsons","DFA"
1,1,1331,0.59823,"parkinsons","DFA"
1,1,1332,0.55369,"parkinsons","DFA"
1,1,1333,0.57033,"parkinsons","DFA"
1,1,1334,0.54635,"parkinsons","DFA"
1,1,1335,0.53341,"parkinsons","DFA"
1,1,1336,0.53972,"parkinsons","DFA"
1,1,1337,0.59828,"parkinsons","DFA"
1,1,1338,0.57081,"parkinsons","DFA"
1,1,1339,0.60638,"parkinsons","DFA"
1,1,1340,0.55842,"parkinsons","DFA"
1,1,1341,0.57097,"parkinsons","DFA"
1,1,1342,0.56427,"parkinsons","DFA"
1,1,1343,0.56592,"parkinsons","DFA"
1,1,1344,0.55395,"parkinsons","DFA"
1,1,1345,0.6004,"parkinsons","DFA"
1,1,1346,0.61271,"parkinsons","DFA"
1,1,1347,0.55786,"parkinsons","DFA"
1,1,1348,0.58264,"parkinsons","DFA"
1,1,1349,0.61783,"parkinsons","DFA"
1,1,1350,0.56197,"parkinsons","DFA"
1,1,1351,0.57456,"parkinsons","DFA"
1,1,1352,0.65659,"parkinsons","DFA"
1,1,1353,0.64913,"parkinsons","DFA"
1,1,1354,0.68082,"parkinsons","DFA"
1,1,1355,0.62121,"parkinsons","DFA"
1,1,1356,0.67904,"parkinsons","DFA"
1,1,1357,0.66264,"parkinsons","DFA"
1,1,1358,0.65125,"parkinsons","DFA"
1,1,1359,0.64342,"parkinsons","DFA"
1,1,1360,0.64106,"parkinsons","DFA"
1,1,1361,0.66718,"parkinsons","DFA"
1,1,1362,0.69317,"parkinsons","DFA"
1,1,1363,0.66672,"parkinsons","DFA"
1,1,1364,0.62007,"parkinsons","DFA"
1,1,1365,0.6455,"parkinsons","DFA"
1,1,1366,0.6473,"parkinsons","DFA"
1,1,1367,0.64955,"parkinsons","DFA"
1,1,1368,0.67424,"parkinsons","DFA"
1,1,1369,0.69446,"parkinsons","DFA"
1,1,1370,0.66653,"parkinsons","DFA"
1,1,1371,0.65486,"parkinsons","DFA"
1,1,1372,0.69606,"parkinsons","DFA"
1,1,1373,0.66991,"parkinsons","DFA"
1,1,1374,0.67599,"parkinsons","DFA"
1,1,1375,0.61254,"parkinsons","DFA"
1,1,1376,0.6107,"parkinsons","DFA"
1,1,1377,0.6702,"parkinsons","DFA"
1,1,1378,0.65822,"parkinsons","DFA"
1,1,1379,0.64861,"parkinsons","DFA"
1,1,1380,0.62788,"parkinsons","DFA"
1,1,1381,0.61652,"parkinsons","DFA"
1,1,1382,0.6407,"parkinsons","DFA"
1,1,1383,0.70206,"parkinsons","DFA"
1,1,1384,0.65495,"parkinsons","DFA"
1,1,1385,0.61902,"parkinsons","DFA"
1,1,1386,0.6332,"parkinsons","DFA"
1,1,1387,0.65122,"parkinsons","DFA"
1,1,1388,0.6293,"parkinsons","DFA"
1,1,1389,0.65399,"parkinsons","DFA"
1,1,1390,0.66831,"parkinsons","DFA"
1,1,1391,0.64326,"parkinsons","DFA"
1,1,1392,0.65295,"parkinsons","DFA"
1,1,1393,0.69499,"parkinsons","DFA"
1,1,1394,0.68595,"parkinsons","DFA"
1,1,1395,0.67111,"parkinsons","DFA"
1,1,1396,0.67053,"parkinsons","DFA"
1,1,1397,0.61113,"parkinsons","DFA"
1,1,1398,0.59353,"parkinsons","DFA"
1,1,1399,0.62621,"parkinsons","DFA"
1,1,1400,0.69298,"parkinsons","DFA"
1,1,1401,0.65624,"parkinsons","DFA"
1,1,1402,0.63267,"parkinsons","DFA"
1,1,1403,0.61633,"parkinsons","DFA"
1,1,1404,0.64291,"parkinsons","DFA"
1,1,1405,0.6702,"parkinsons","DFA"
1,1,1406,0.64328,"parkinsons","DFA"
1,1,1407,0.6512,"parkinsons","DFA"
1,1,1408,0.65091,"parkinsons","DFA"
1,1,1409,0.63395,"parkinsons","DFA"
1,1,1410,0.68302,"parkinsons","DFA"
1,1,1411,0.65954,"parkinsons","DFA"
1,1,1412,0.69154,"parkinsons","DFA"
1,1,1413,0.67945,"parkinsons","DFA"
1,1,1414,0.69268,"parkinsons","DFA"
1,1,1415,0.66383,"parkinsons","DFA"
1,1,1416,0.68538,"parkinsons","DFA"
1,1,1417,0.6588,"parkinsons","DFA"
1,1,1418,0.64207,"parkinsons","DFA"
1,1,1419,0.65203,"parkinsons","DFA"
1,1,1420,0.67862,"parkinsons","DFA"
1,1,1421,0.6593,"parkinsons","DFA"
1,1,1422,0.66217,"parkinsons","DFA"
1,1,1423,0.63648,"parkinsons","DFA"
1,1,1424,0.63728,"parkinsons","DFA"
1,1,1425,0.66472,"parkinsons","DFA"
1,1,1426,0.65944,"parkinsons","DFA"
1,1,1427,0.63377,"parkinsons","DFA"
1,1,1428,0.63319,"parkinsons","DFA"
1,1,1429,0.67342,"parkinsons","DFA"
1,1,1430,0.64929,"parkinsons","DFA"
1,1,1431,0.66971,"parkinsons","DFA"
1,1,1432,0.6257,"parkinsons","DFA"
1,1,1433,0.64751,"parkinsons","DFA"
1,1,1434,0.65819,"parkinsons","DFA"
1,1,1435,0.58656,"parkinsons","DFA"
1,1,1436,0.57608,"parkinsons","DFA"
1,1,1437,0.57331,"parkinsons","DFA"
1,1,1438,0.56558,"parkinsons","DFA"
1,1,1439,0.55668,"parkinsons","DFA"
1,1,1440,0.58304,"parkinsons","DFA"
1,1,1441,0.5651,"parkinsons","DFA"
1,1,1442,0.56182,"parkinsons","DFA"
1,1,1443,0.56487,"parkinsons","DFA"
1,1,1444,0.57245,"parkinsons","DFA"
1,1,1445,0.57792,"parkinsons","DFA"
1,1,1446,0.55508,"parkinsons","DFA"
1,1,1447,0.55755,"parkinsons","DFA"
1,1,1448,0.57414,"parkinsons","DFA"
1,1,1449,0.56479,"parkinsons","DFA"
1,1,1450,0.57295,"parkinsons","DFA"
1,1,1451,0.56231,"parkinsons","DFA"
1,1,1452,0.56962,"parkinsons","DFA"
1,1,1453,0.56513,"parkinsons","DFA"
1,1,1454,0.57912,"parkinsons","DFA"
1,1,1455,0.57945,"parkinsons","DFA"
1,1,1456,0.55494,"parkinsons","DFA"
1,1,1457,0.55947,"parkinsons","DFA"
1,1,1458,0.55198,"parkinsons","DFA"
1,1,1459,0.54921,"parkinsons","DFA"
1,1,1460,0.57764,"parkinsons","DFA"
1,1,1461,0.55718,"parkinsons","DFA"
1,1,1462,0.55535,"parkinsons","DFA"
1,1,1463,0.55583,"parkinsons","DFA"
1,1,1464,0.5664,"parkinsons","DFA"
1,1,1465,0.56363,"parkinsons","DFA"
1,1,1466,0.55306,"parkinsons","DFA"
1,1,1467,0.55048,"parkinsons","DFA"
1,1,1468,0.55328,"parkinsons","DFA"
1,1,1469,0.55153,"parkinsons","DFA"
1,1,1470,0.55766,"parkinsons","DFA"
1,1,1471,0.57722,"parkinsons","DFA"
1,1,1472,0.546,"parkinsons","DFA"
1,1,1473,0.56784,"parkinsons","DFA"
1,1,1474,0.55217,"parkinsons","DFA"
1,1,1475,0.55835,"parkinsons","DFA"
1,1,1476,0.56606,"parkinsons","DFA"
1,1,1477,0.5687,"parkinsons","DFA"
1,1,1478,0.62451,"parkinsons","DFA"
1,1,1479,0.60858,"parkinsons","DFA"
1,1,1480,0.6416,"parkinsons","DFA"
1,1,1481,0.60475,"parkinsons","DFA"
1,1,1482,0.63715,"parkinsons","DFA"
1,1,1483,0.61748,"parkinsons","DFA"
1,1,1484,0.61821,"parkinsons","DFA"
1,1,1485,0.63538,"parkinsons","DFA"
1,1,1486,0.57921,"parkinsons","DFA"
1,1,1487,0.59143,"parkinsons","DFA"
1,1,1488,0.64138,"parkinsons","DFA"
1,1,1489,0.58754,"parkinsons","DFA"
1,1,1490,0.5831,"parkinsons","DFA"
1,1,1491,0.62916,"parkinsons","DFA"
1,1,1492,0.61062,"parkinsons","DFA"
1,1,1493,0.63402,"parkinsons","DFA"
1,1,1494,0.69895,"parkinsons","DFA"
1,1,1495,0.63266,"parkinsons","DFA"
1,1,1496,0.58823,"parkinsons","DFA"
1,1,1497,0.63442,"parkinsons","DFA"
1,1,1498,0.6075,"parkinsons","DFA"
1,1,1499,0.61742,"parkinsons","DFA"
1,1,1500,0.63605,"parkinsons","DFA"
1,1,1501,0.59997,"parkinsons","DFA"
1,1,1502,0.60686,"parkinsons","DFA"
1,1,1503,0.61646,"parkinsons","DFA"
1,1,1504,0.56648,"parkinsons","DFA"
1,1,1505,0.60854,"parkinsons","DFA"
1,1,1506,0.57213,"parkinsons","DFA"
1,1,1507,0.62415,"parkinsons","DFA"
1,1,1508,0.61425,"parkinsons","DFA"
1,1,1509,0.71322,"parkinsons","DFA"
1,1,1510,0.58699,"parkinsons","DFA"
1,1,1511,0.64108,"parkinsons","DFA"
1,1,1512,0.60084,"parkinsons","DFA"
1,1,1513,0.62028,"parkinsons","DFA"
1,1,1514,0.61518,"parkinsons","DFA"
1,1,1515,0.59447,"parkinsons","DFA"
1,1,1516,0.61158,"parkinsons","DFA"
1,1,1517,0.62233,"parkinsons","DFA"
1,1,1518,0.5745,"parkinsons","DFA"
1,1,1519,0.59078,"parkinsons","DFA"
1,1,1520,0.62289,"parkinsons","DFA"
1,1,1521,0.56337,"parkinsons","DFA"
1,1,1522,0.57965,"parkinsons","DFA"
1,1,1523,0.60829,"parkinsons","DFA"
1,1,1524,0.60207,"parkinsons","DFA"
1,1,1525,0.61642,"parkinsons","DFA"
1,1,1526,0.71045,"parkinsons","DFA"
1,1,1527,0.62042,"parkinsons","DFA"
1,1,1528,0.61255,"parkinsons","DFA"
1,1,1529,0.63765,"parkinsons","DFA"
1,1,1530,0.62521,"parkinsons","DFA"
1,1,1531,0.59885,"parkinsons","DFA"
1,1,1532,0.62631,"parkinsons","DFA"
1,1,1533,0.6214,"parkinsons","DFA"
1,1,1534,0.5957,"parkinsons","DFA"
1,1,1535,0.58326,"parkinsons","DFA"
1,1,1536,0.58229,"parkinsons","DFA"
1,1,1537,0.57858,"parkinsons","DFA"
1,1,1538,0.61965,"parkinsons","DFA"
1,1,1539,0.62373,"parkinsons","DFA"
1,1,1540,0.60731,"parkinsons","DFA"
1,1,1541,0.57477,"parkinsons","DFA"
1,1,1542,0.58921,"parkinsons","DFA"
1,1,1543,0.57859,"parkinsons","DFA"
1,1,1544,0.57195,"parkinsons","DFA"
1,1,1545,0.57609,"parkinsons","DFA"
1,1,1546,0.54488,"parkinsons","DFA"
1,1,1547,0.57597,"parkinsons","DFA"
1,1,1548,0.54733,"parkinsons","DFA"
1,1,1549,0.56175,"parkinsons","DFA"
1,1,1550,0.56913,"parkinsons","DFA"
1,1,1551,0.53221,"parkinsons","DFA"
1,1,1552,0.54324,"parkinsons","DFA"
1,1,1553,0.57126,"parkinsons","DFA"
1,1,1554,0.57679,"parkinsons","DFA"
1,1,1555,0.62118,"parkinsons","DFA"
1,1,1556,0.58603,"parkinsons","DFA"
1,1,1557,0.56327,"parkinsons","DFA"
1,1,1558,0.58015,"parkinsons","DFA"
1,1,1559,0.57242,"parkinsons","DFA"
1,1,1560,0.56171,"parkinsons","DFA"
1,1,1561,0.5486,"parkinsons","DFA"
1,1,1562,0.55908,"parkinsons","DFA"
1,1,1563,0.55513,"parkinsons","DFA"
1,1,1564,0.5421,"parkinsons","DFA"
1,1,1565,0.55084,"parkinsons","DFA"
1,1,1566,0.56441,"parkinsons","DFA"
1,1,1567,0.53573,"parkinsons","DFA"
1,1,1568,0.54784,"parkinsons","DFA"
1,1,1569,0.56278,"parkinsons","DFA"
1,1,1570,0.57543,"parkinsons","DFA"
1,1,1571,0.6089,"parkinsons","DFA"
1,1,1572,0.53408,"parkinsons","DFA"
1,1,1573,0.57876,"parkinsons","DFA"
1,1,1574,0.60364,"parkinsons","DFA"
1,1,1575,0.60928,"parkinsons","DFA"
1,1,1576,0.61807,"parkinsons","DFA"
1,1,1577,0.5869,"parkinsons","DFA"
1,1,1578,0.64875,"parkinsons","DFA"
1,1,1579,0.60107,"parkinsons","DFA"
1,1,1580,0.52301,"parkinsons","DFA"
1,1,1581,0.62182,"parkinsons","DFA"
1,1,1582,0.6276,"parkinsons","DFA"
1,1,1583,0.55858,"parkinsons","DFA"
1,1,1584,0.58608,"parkinsons","DFA"
1,1,1585,0.56784,"parkinsons","DFA"
1,1,1586,0.59613,"parkinsons","DFA"
1,1,1587,0.60483,"parkinsons","DFA"
1,1,1588,0.61209,"parkinsons","DFA"
1,1,1589,0.66859,"parkinsons","DFA"
1,1,1590,0.63589,"parkinsons","DFA"
1,1,1591,0.53035,"parkinsons","DFA"
1,1,1592,0.56755,"parkinsons","DFA"
1,1,1593,0.56339,"parkinsons","DFA"
1,1,1594,0.59184,"parkinsons","DFA"
1,1,1595,0.59123,"parkinsons","DFA"
1,1,1596,0.60247,"parkinsons","DFA"
1,1,1597,0.52415,"parkinsons","DFA"
1,1,1598,0.57711,"parkinsons","DFA"
1,1,1599,0.59267,"parkinsons","DFA"
1,1,1600,0.57269,"parkinsons","DFA"
1,1,1601,0.59325,"parkinsons","DFA"
1,1,1602,0.59908,"parkinsons","DFA"
1,1,1603,0.58001,"parkinsons","DFA"
1,1,1604,0.58513,"parkinsons","DFA"
1,1,1605,0.59472,"parkinsons","DFA"
1,1,1606,0.61445,"parkinsons","DFA"
1,1,1607,0.65033,"parkinsons","DFA"
1,1,1608,0.54157,"parkinsons","DFA"
1,1,1609,0.54553,"parkinsons","DFA"
1,1,1610,0.57159,"parkinsons","DFA"
1,1,1611,0.56924,"parkinsons","DFA"
1,1,1612,0.59669,"parkinsons","DFA"
1,1,1613,0.58415,"parkinsons","DFA"
1,1,1614,0.58587,"parkinsons","DFA"
1,1,1615,0.57414,"parkinsons","DFA"
1,1,1616,0.52908,"parkinsons","DFA"
1,1,1617,0.59313,"parkinsons","DFA"
1,1,1618,0.59806,"parkinsons","DFA"
1,1,1619,0.56574,"parkinsons","DFA"
1,1,1620,0.56214,"parkinsons","DFA"
1,1,1621,0.57416,"parkinsons","DFA"
1,1,1622,0.56402,"parkinsons","DFA"
1,1,1623,0.58324,"parkinsons","DFA"
1,1,1624,0.58955,"parkinsons","DFA"
1,1,1625,0.64839,"parkinsons","DFA"
1,1,1626,0.62656,"parkinsons","DFA"
1,1,1627,0.55605,"parkinsons","DFA"
1,1,1628,0.60962,"parkinsons","DFA"
1,1,1629,0.60269,"parkinsons","DFA"
1,1,1630,0.59255,"parkinsons","DFA"
1,1,1631,0.59991,"parkinsons","DFA"
1,1,1632,0.60979,"parkinsons","DFA"
1,1,1633,0.56921,"parkinsons","DFA"
1,1,1634,0.59664,"parkinsons","DFA"
1,1,1635,0.61857,"parkinsons","DFA"
1,1,1636,0.61885,"parkinsons","DFA"
1,1,1637,0.62766,"parkinsons","DFA"
1,1,1638,0.57712,"parkinsons","DFA"
1,1,1639,0.61267,"parkinsons","DFA"
1,1,1640,0.64841,"parkinsons","DFA"
1,1,1641,0.66702,"parkinsons","DFA"
1,1,1642,0.52649,"parkinsons","DFA"
1,1,1643,0.58788,"parkinsons","DFA"
1,1,1644,0.57431,"parkinsons","DFA"
1,1,1645,0.54551,"parkinsons","DFA"
1,1,1646,0.58224,"parkinsons","DFA"
1,1,1647,0.60219,"parkinsons","DFA"
1,1,1648,0.60156,"parkinsons","DFA"
1,1,1649,0.57425,"parkinsons","DFA"
1,1,1650,0.588,"parkinsons","DFA"
1,1,1651,0.59931,"parkinsons","DFA"
1,1,1652,0.55967,"parkinsons","DFA"
1,1,1653,0.58389,"parkinsons","DFA"
1,1,1654,0.59011,"parkinsons","DFA"
1,1,1655,0.60111,"parkinsons","DFA"
1,1,1656,0.59422,"parkinsons","DFA"
1,1,1657,0.56521,"parkinsons","DFA"
1,1,1658,0.66257,"parkinsons","DFA"
1,1,1659,0.53554,"parkinsons","DFA"
1,1,1660,0.59765,"parkinsons","DFA"
1,1,1661,0.56242,"parkinsons","DFA"
1,1,1662,0.56163,"parkinsons","DFA"
1,1,1663,0.5794,"parkinsons","DFA"
1,1,1664,0.55745,"parkinsons","DFA"
1,1,1665,0.57933,"parkinsons","DFA"
1,1,1666,0.56667,"parkinsons","DFA"
1,1,1667,0.5692,"parkinsons","DFA"
1,1,1668,0.56784,"parkinsons","DFA"
1,1,1669,0.59526,"parkinsons","DFA"
1,1,1670,0.54857,"parkinsons","DFA"
1,1,1671,0.58144,"parkinsons","DFA"
1,1,1672,0.62303,"parkinsons","DFA"
1,1,1673,0.5623,"parkinsons","DFA"
1,1,1674,0.59086,"parkinsons","DFA"
1,1,1675,0.57937,"parkinsons","DFA"
1,1,1676,0.63347,"parkinsons","DFA"
1,1,1677,0.65304,"parkinsons","DFA"
1,1,1678,0.66065,"parkinsons","DFA"
1,1,1679,0.68223,"parkinsons","DFA"
1,1,1680,0.68572,"parkinsons","DFA"
1,1,1681,0.65359,"parkinsons","DFA"
1,1,1682,0.66325,"parkinsons","DFA"
1,1,1683,0.65885,"parkinsons","DFA"
1,1,1684,0.67013,"parkinsons","DFA"
1,1,1685,0.66891,"parkinsons","DFA"
1,1,1686,0.65258,"parkinsons","DFA"
1,1,1687,0.65164,"parkinsons","DFA"
1,1,1688,0.61908,"parkinsons","DFA"
1,1,1689,0.6232,"parkinsons","DFA"
1,1,1690,0.6539,"parkinsons","DFA"
1,1,1691,0.67043,"parkinsons","DFA"
1,1,1692,0.62899,"parkinsons","DFA"
1,1,1693,0.60665,"parkinsons","DFA"
1,1,1694,0.63616,"parkinsons","DFA"
1,1,1695,0.65281,"parkinsons","DFA"
1,1,1696,0.65335,"parkinsons","DFA"
1,1,1697,0.57892,"parkinsons","DFA"
1,1,1698,0.64719,"parkinsons","DFA"
1,1,1699,0.66371,"parkinsons","DFA"
1,1,1700,0.79554,"parkinsons","DFA"
1,1,1701,0.63763,"parkinsons","DFA"
1,1,1702,0.66609,"parkinsons","DFA"
1,1,1703,0.63283,"parkinsons","DFA"
1,1,1704,0.64219,"parkinsons","DFA"
1,1,1705,0.63755,"parkinsons","DFA"
1,1,1706,0.65224,"parkinsons","DFA"
1,1,1707,0.62757,"parkinsons","DFA"
1,1,1708,0.61831,"parkinsons","DFA"
1,1,1709,0.62869,"parkinsons","DFA"
1,1,1710,0.62777,"parkinsons","DFA"
1,1,1711,0.62804,"parkinsons","DFA"
1,1,1712,0.63329,"parkinsons","DFA"
1,1,1713,0.61519,"parkinsons","DFA"
1,1,1714,0.67633,"parkinsons","DFA"
1,1,1715,0.63576,"parkinsons","DFA"
1,1,1716,0.65014,"parkinsons","DFA"
1,1,1717,0.64808,"parkinsons","DFA"
1,1,1718,0.64287,"parkinsons","DFA"
1,1,1719,0.66703,"parkinsons","DFA"
1,1,1720,0.67311,"parkinsons","DFA"
1,1,1721,0.64266,"parkinsons","DFA"
1,1,1722,0.64315,"parkinsons","DFA"
1,1,1723,0.66026,"parkinsons","DFA"
1,1,1724,0.67042,"parkinsons","DFA"
1,1,1725,0.62989,"parkinsons","DFA"
1,1,1726,0.66051,"parkinsons","DFA"
1,1,1727,0.62516,"parkinsons","DFA"
1,1,1728,0.62168,"parkinsons","DFA"
1,1,1729,0.62501,"parkinsons","DFA"
1,1,1730,0.63042,"parkinsons","DFA"
1,1,1731,0.65554,"parkinsons","DFA"
1,1,1732,0.60201,"parkinsons","DFA"
1,1,1733,0.6185,"parkinsons","DFA"
1,1,1734,0.62568,"parkinsons","DFA"
1,1,1735,0.65789,"parkinsons","DFA"
1,1,1736,0.64111,"parkinsons","DFA"
1,1,1737,0.66175,"parkinsons","DFA"
1,1,1738,0.65589,"parkinsons","DFA"
1,1,1739,0.67647,"parkinsons","DFA"
1,1,1740,0.63781,"parkinsons","DFA"
1,1,1741,0.661,"parkinsons","DFA"
1,1,1742,0.65657,"parkinsons","DFA"
1,1,1743,0.66915,"parkinsons","DFA"
1,1,1744,0.66191,"parkinsons","DFA"
1,1,1745,0.67584,"parkinsons","DFA"
1,1,1746,0.65505,"parkinsons","DFA"
1,1,1747,0.655,"parkinsons","DFA"
1,1,1748,0.61852,"parkinsons","DFA"
1,1,1749,0.60867,"parkinsons","DFA"
1,1,1750,0.64587,"parkinsons","DFA"
1,1,1751,0.63833,"parkinsons","DFA"
1,1,1752,0.60653,"parkinsons","DFA"
1,1,1753,0.63727,"parkinsons","DFA"
1,1,1754,0.65885,"parkinsons","DFA"
1,1,1755,0.64036,"parkinsons","DFA"
1,1,1756,0.67335,"parkinsons","DFA"
1,1,1757,0.65594,"parkinsons","DFA"
1,1,1758,0.567,"parkinsons","DFA"
1,1,1759,0.60442,"parkinsons","DFA"
1,1,1760,0.58165,"parkinsons","DFA"
1,1,1761,0.55998,"parkinsons","DFA"
1,1,1762,0.56227,"parkinsons","DFA"
1,1,1763,0.55984,"parkinsons","DFA"
1,1,1764,0.55287,"parkinsons","DFA"
1,1,1765,0.60601,"parkinsons","DFA"
1,1,1766,0.57351,"parkinsons","DFA"
1,1,1767,0.55604,"parkinsons","DFA"
1,1,1768,0.59413,"parkinsons","DFA"
1,1,1769,0.58692,"parkinsons","DFA"
1,1,1770,0.53813,"parkinsons","DFA"
1,1,1771,0.55139,"parkinsons","DFA"
1,1,1772,0.59934,"parkinsons","DFA"
1,1,1773,0.57466,"parkinsons","DFA"
1,1,1774,0.57126,"parkinsons","DFA"
1,1,1775,0.57207,"parkinsons","DFA"
1,1,1776,0.58069,"parkinsons","DFA"
1,1,1777,0.54106,"parkinsons","DFA"
1,1,1778,0.5635,"parkinsons","DFA"
1,1,1779,0.60197,"parkinsons","DFA"
1,1,1780,0.56042,"parkinsons","DFA"
1,1,1781,0.5679,"parkinsons","DFA"
1,1,1782,0.55175,"parkinsons","DFA"
1,1,1783,0.55319,"parkinsons","DFA"
1,1,1784,0.54471,"parkinsons","DFA"
1,1,1785,0.5641,"parkinsons","DFA"
1,1,1786,0.5754,"parkinsons","DFA"
1,1,1787,0.57012,"parkinsons","DFA"
1,1,1788,0.54855,"parkinsons","DFA"
1,1,1789,0.53991,"parkinsons","DFA"
1,1,1790,0.55621,"parkinsons","DFA"
1,1,1791,0.53419,"parkinsons","DFA"
1,1,1792,0.54155,"parkinsons","DFA"
1,1,1793,0.58658,"parkinsons","DFA"
1,1,1794,0.55696,"parkinsons","DFA"
1,1,1795,0.54885,"parkinsons","DFA"
1,1,1796,0.55885,"parkinsons","DFA"
1,1,1797,0.67492,"parkinsons","DFA"
1,1,1798,0.70809,"parkinsons","DFA"
1,1,1799,0.67956,"parkinsons","DFA"
1,1,1800,0.6847,"parkinsons","DFA"
1,1,1801,0.59356,"parkinsons","DFA"
1,1,1802,0.53413,"parkinsons","DFA"
1,1,1803,0.57068,"parkinsons","DFA"
1,1,1804,0.56389,"parkinsons","DFA"
1,1,1805,0.61079,"parkinsons","DFA"
1,1,1806,0.62932,"parkinsons","DFA"
1,1,1807,0.59348,"parkinsons","DFA"
1,1,1808,0.58538,"parkinsons","DFA"
1,1,1809,0.56761,"parkinsons","DFA"
1,1,1810,0.6188,"parkinsons","DFA"
1,1,1811,0.59589,"parkinsons","DFA"
1,1,1812,0.58498,"parkinsons","DFA"
1,1,1813,0.60055,"parkinsons","DFA"
1,1,1814,0.63385,"parkinsons","DFA"
1,1,1815,0.60367,"parkinsons","DFA"
1,1,1816,0.61332,"parkinsons","DFA"
1,1,1817,0.68519,"parkinsons","DFA"
1,1,1818,0.69999,"parkinsons","DFA"
1,1,1819,0.73644,"parkinsons","DFA"
1,1,1820,0.67883,"parkinsons","DFA"
1,1,1821,0.6827,"parkinsons","DFA"
1,1,1822,0.6619,"parkinsons","DFA"
1,1,1823,0.71341,"parkinsons","DFA"
1,1,1824,0.53813,"parkinsons","DFA"
1,1,1825,0.53084,"parkinsons","DFA"
1,1,1826,0.58736,"parkinsons","DFA"
1,1,1827,0.5669,"parkinsons","DFA"
1,1,1828,0.61572,"parkinsons","DFA"
1,1,1829,0.59404,"parkinsons","DFA"
1,1,1830,0.58828,"parkinsons","DFA"
1,1,1831,0.58035,"parkinsons","DFA"
1,1,1832,0.5796,"parkinsons","DFA"
1,1,1833,0.55168,"parkinsons","DFA"
1,1,1834,0.61007,"parkinsons","DFA"
1,1,1835,0.59677,"parkinsons","DFA"
1,1,1836,0.57814,"parkinsons","DFA"
1,1,1837,0.63871,"parkinsons","DFA"
1,1,1838,0.60154,"parkinsons","DFA"
1,1,1839,0.58458,"parkinsons","DFA"
1,1,1840,0.69633,"parkinsons","DFA"
1,1,1841,0.64612,"parkinsons","DFA"
1,1,1842,0.72083,"parkinsons","DFA"
1,1,1843,0.68194,"parkinsons","DFA"
1,1,1844,0.68746,"parkinsons","DFA"
1,1,1845,0.67372,"parkinsons","DFA"
1,1,1846,0.66918,"parkinsons","DFA"
1,1,1847,0.58854,"parkinsons","DFA"
1,1,1848,0.54649,"parkinsons","DFA"
1,1,1849,0.61487,"parkinsons","DFA"
1,1,1850,0.59016,"parkinsons","DFA"
1,1,1851,0.59819,"parkinsons","DFA"
1,1,1852,0.57836,"parkinsons","DFA"
1,1,1853,0.57716,"parkinsons","DFA"
1,1,1854,0.56382,"parkinsons","DFA"
1,1,1855,0.60268,"parkinsons","DFA"
1,1,1856,0.60827,"parkinsons","DFA"
1,1,1857,0.58403,"parkinsons","DFA"
1,1,1858,0.61971,"parkinsons","DFA"
1,1,1859,0.59268,"parkinsons","DFA"
1,1,1860,0.58926,"parkinsons","DFA"
1,1,1861,0.69448,"parkinsons","DFA"
1,1,1862,0.71117,"parkinsons","DFA"
1,1,1863,0.717,"parkinsons","DFA"
1,1,1864,0.67318,"parkinsons","DFA"
1,1,1865,0.63168,"parkinsons","DFA"
1,1,1866,0.60165,"parkinsons","DFA"
1,1,1867,0.53158,"parkinsons","DFA"
1,1,1868,0.60308,"parkinsons","DFA"
1,1,1869,0.56356,"parkinsons","DFA"
1,1,1870,0.6061,"parkinsons","DFA"
1,1,1871,0.59886,"parkinsons","DFA"
1,1,1872,0.59495,"parkinsons","DFA"
1,1,1873,0.56289,"parkinsons","DFA"
1,1,1874,0.59454,"parkinsons","DFA"
1,1,1875,0.55901,"parkinsons","DFA"
1,1,1876,0.5788,"parkinsons","DFA"
1,1,1877,0.62515,"parkinsons","DFA"
1,1,1878,0.59459,"parkinsons","DFA"
1,1,1879,0.6157,"parkinsons","DFA"
1,1,1880,0.65074,"parkinsons","DFA"
1,1,1881,0.59367,"parkinsons","DFA"
1,1,1882,0.57391,"parkinsons","DFA"
1,1,1883,0.59847,"parkinsons","DFA"
1,1,1884,0.56316,"parkinsons","DFA"
1,1,1885,0.58974,"parkinsons","DFA"
1,1,1886,0.58838,"parkinsons","DFA"
1,1,1887,0.54946,"parkinsons","DFA"
1,1,1888,0.61713,"parkinsons","DFA"
1,1,1889,0.56287,"parkinsons","DFA"
1,1,1890,0.5409,"parkinsons","DFA"
1,1,1891,0.53436,"parkinsons","DFA"
1,1,1892,0.5477,"parkinsons","DFA"
1,1,1893,0.54453,"parkinsons","DFA"
1,1,1894,0.53587,"parkinsons","DFA"
1,1,1895,0.53343,"parkinsons","DFA"
1,1,1896,0.54157,"parkinsons","DFA"
1,1,1897,0.53939,"parkinsons","DFA"
1,1,1898,0.53403,"parkinsons","DFA"
1,1,1899,0.54309,"parkinsons","DFA"
