"Model","RMSE","Mean_CRPS","Median_CRPS","Runtime","Coverage_Q_80","Width_Q_80","Coverage_HPD_80","Width_HPD_80","Coverage_Q_90","Width_Q_90","Coverage_HPD_90","Width_HPD_90","Coverage_Q_95","Width_Q_95","Coverage_HPD_95","Width_HPD_95","Repeat","Fold","Dataset","Target"
"bart",0.0287473152442337,0.0127275978346946,0.0111842818035582,0.705000000000155,0.807692307692308,0.0529670559555196,0.846153846153846,0.0519557959701525,0.903846153846154,0.0679510513832559,0.903846153846154,0.0670151720251268,0.923076923076923,0.0805668954780028,0.923076923076923,0.0798360925680344,4,8,"forestfires","area"
"sebart",0.02807153319186,0.00873275054213548,0.00871575005597577,3.99199999999996,0.807692307692308,0.0153743843235428,0.730769230769231,0.00847421547524221,0.903846153846154,0.0252574622639206,0.807692307692308,0.0155378145459184,0.903846153846154,0.0371953663902988,0.903846153846154,0.0257049328223836,4,8,"forestfires","area"
"bart_bc",0.0542212046105797,0.0320887422087162,0.0213669997525333,1.86899999999991,0.942307692307692,0.158065127854024,0.884615384615385,0.144521500205133,0.961538461538462,0.178151045901841,0.942307692307692,0.176273207946934,0.961538461538462,0.192752404337175,0.961538461538462,0.191697467078894,4,8,"forestfires","area"
"sblm",0.0278437567208286,0.00873739576798492,0.00874969348167561,2.74200000000019,0.826923076923077,0.013974136173313,0.730769230769231,0.00806634289350099,0.903846153846154,0.0238347451925487,0.826923076923077,0.0141035184844805,0.903846153846154,0.0341984428833292,0.903846153846154,0.0239768524560192,4,8,"forestfires","area"
"bart",0.0501149037230143,0.0222041941051676,0.0155070968769662,0.701999999999998,0.692307692307692,0.0447930162734874,0.711538461538462,0.0417850839272215,0.807692307692308,0.0587931212169252,0.846153846153846,0.0557868728155152,0.865384615384615,0.0696536465266228,0.846153846153846,0.0682053448013158,4,9,"forestfires","area"
"sebart",0.0375136532917748,0.0141170889029079,0.0141570166489248,4.04399999999987,0.711538461538462,0.0142052899817558,0.653846153846154,0.00811007916541267,0.826923076923077,0.0247664183439595,0.711538461538462,0.0143190247490603,0.846153846153846,0.0338389318609837,0.826923076923077,0.0249604447882839,4,9,"forestfires","area"
"bart_bc",0.0998570130478108,0.047942820803112,0.022223653814063,1.85899999999992,0.826923076923077,0.105863670487029,0.788461538461538,0.104067668655541,0.826923076923077,0.120939659862285,0.826923076923077,0.120021042875461,0.826923076923077,0.132823749153185,0.826923076923077,0.131841816183053,4,9,"forestfires","area"
"sblm",0.0372069330759331,0.0141469560491081,0.0141363181720472,2.83199999999988,0.75,0.0137569785489868,0.634615384615385,0.00787159285655857,0.846153846153846,0.0245266332854142,0.75,0.0138507068163506,0.846153846153846,0.0327841619447907,0.846153846153846,0.0246421182943889,4,9,"forestfires","area"
"bart",0.0219405234142771,0.0101151423964038,0.00688572756315924,0.673999999999978,0.836734693877551,0.0469322462341069,0.795918367346939,0.0459741708220386,0.857142857142857,0.0606728626229992,0.857142857142857,0.0597338787514114,0.897959183673469,0.0726048179997876,0.877551020408163,0.0719534087200073,4,10,"forestfires","area"
"sebart",0.0119740570238777,0.00456223515372338,0.00451517658812836,4.03700000000003,0.877551020408163,0.01703656121955,0.857142857142857,0.00915503560123434,0.918367346938776,0.0287680647967871,0.877551020408163,0.0172218994882526,0.979591836734694,0.0413595623716789,0.918367346938776,0.0290881876789461,4,10,"forestfires","area"
"bart_bc",0.0972211099428944,0.0515820912394095,0.0196038064023511,1.9079999999999,0.857142857142857,0.136538611250269,0.836734693877551,0.132409649135769,0.857142857142857,0.158800630102728,0.857142857142857,0.156767216994528,0.857142857142857,0.177887265148809,0.857142857142857,0.175100161106048,4,10,"forestfires","area"
"sblm",0.0117848719192709,0.00446919071998987,0.004447764493605,2.76600000000008,0.897959183673469,0.0156536928443897,0.857142857142857,0.00876979497331235,0.918367346938776,0.0273783275675764,0.897959183673469,0.015801466884795,0.979591836734694,0.0394111531357002,0.918367346938776,0.0278208811061713,4,10,"forestfires","area"
"bart",0.143845956798896,0.0362039015338724,0.0284014293845187,0.671000000000049,0.788461538461538,0.0469535498482008,0.769230769230769,0.0461978067391965,0.788461538461538,0.0594580470066673,0.788461538461538,0.058727283556794,0.826923076923077,0.0701948018200651,0.826923076923077,0.0696239139500645,5,1,"forestfires","area"
"sebart",0.139801439655132,0.0262849747994349,0.0263019526840404,4.00699999999983,0.846153846153846,0.016656500780662,0.769230769230769,0.00918487658064498,0.865384615384615,0.0281592917017223,0.846153846153846,0.0169062024925396,0.942307692307692,0.0409756679532724,0.865384615384615,0.0284177381803982,5,1,"forestfires","area"
"bart_bc",0.166183830949584,0.0591461501346789,0.0341694549815105,1.92799999999988,0.884615384615385,0.098259106177709,0.826923076923077,0.093217425822125,0.884615384615385,0.11954408438343,0.884615384615385,0.112112812338874,0.903846153846154,0.134388885403435,0.884615384615385,0.130411838836765,5,1,"forestfires","area"
"sblm",0.139888646649168,0.0263230391031306,0.0263546942057946,2.77099999999996,0.865384615384615,0.015667809569593,0.730769230769231,0.00872061379167305,0.865384615384615,0.0261446058348478,0.865384615384615,0.0158404456013245,0.942307692307692,0.0383127472566329,0.865384615384615,0.026484925677946,5,1,"forestfires","area"
"bart",0.029265427012312,0.0124057023418328,0.00721798155307372,0.673999999999978,0.826923076923077,0.0445272515408462,0.826923076923077,0.0436310048548535,0.865384615384615,0.0579685430822623,0.846153846153846,0.0573784788156413,0.884615384615385,0.0697633902128192,0.884615384615385,0.0690673399807013,5,2,"forestfires","area"
"sebart",0.011640948381825,0.00400678816689373,0.00390352680035476,4.029,0.942307692307692,0.0164918552035361,0.884615384615385,0.00908726178014066,0.942307692307692,0.0277829222453319,0.942307692307692,0.0166001681530998,0.961538461538462,0.0394105148294007,0.942307692307692,0.0279815941049486,5,2,"forestfires","area"
"bart_bc",0.0694704583686993,0.0312738619508861,0.0160630429148757,1.86400000000003,0.923076923076923,0.125398543741998,0.903846153846154,0.118692008485681,0.942307692307692,0.143372869963947,0.942307692307692,0.141080338240204,0.942307692307692,0.156743333041261,0.942307692307692,0.155478095611467,5,2,"forestfires","area"
"sblm",0.0111860084391274,0.00392926306962353,0.00390114820061903,2.77300000000014,0.942307692307692,0.0158546426019854,0.884615384615385,0.00867067603972846,0.961538461538462,0.0261018335026995,0.942307692307692,0.0160908251426306,0.961538461538462,0.0372427017594552,0.961538461538462,0.0265337265185351,5,2,"forestfires","area"
"bart",0.101422767762648,0.0249761417687568,0.0233975168314323,0.662000000000035,0.769230769230769,0.0310176449503667,0.807692307692308,0.0303416824551628,0.826923076923077,0.0401494299443616,0.826923076923077,0.039489932328195,0.865384615384615,0.047935302266832,0.865384615384615,0.0473081334028562,5,3,"forestfires","area"
"sebart",0.10035870286964,0.021650479196421,0.0216378318946311,3.96199999999999,0.846153846153846,0.0169458228793237,0.826923076923077,0.00920427773815989,0.884615384615385,0.0279575708598297,0.846153846153846,0.0170056728236663,0.923076923076923,0.0398945188181007,0.884615384615385,0.0281120706733079,5,3,"forestfires","area"
"bart_bc",0.102203609398392,0.0345510065954457,0.0318980506403906,1.84899999999993,0.961538461538462,0.118084404921451,0.942307692307692,0.115932363396526,0.961538461538462,0.134183193183445,0.961538461538462,0.133000634112053,0.961538461538462,0.147588094015986,0.961538461538462,0.146389961230861,5,3,"forestfires","area"
"sblm",0.100303553747963,0.021632745633915,0.0216153909551261,2.84500000000003,0.865384615384615,0.0156276485357416,0.807692307692308,0.00904202510795333,0.884615384615385,0.0272087629587027,0.865384615384615,0.01570969719762,0.942307692307692,0.0387565137105465,0.884615384615385,0.0277385899144622,5,3,"forestfires","area"
"bart",0.0305588442197857,0.0130093112925316,0.00796974775568939,0.667999999999893,0.826923076923077,0.0538255052545678,0.807692307692308,0.0532807932722227,0.884615384615385,0.0690925588334802,0.884615384615385,0.06842301774488,0.903846153846154,0.0825137547296535,0.923076923076923,0.0816864071225088,5,4,"forestfires","area"
"sebart",0.0129494565953444,0.00551457443604085,0.00547535770844191,3.99099999999999,0.865384615384615,0.0170611455320945,0.788461538461538,0.00895985342604462,0.923076923076923,0.0285183603829097,0.865384615384615,0.0171583071343806,0.961538461538462,0.0418580643387329,0.923076923076923,0.0288292902425131,5,4,"forestfires","area"
"bart_bc",0.0513932981706293,0.0286488187504238,0.0162343446381566,1.99700000000007,0.923076923076923,0.121848244903338,0.865384615384615,0.115450515208419,0.961538461538462,0.142905371467829,0.942307692307692,0.138752668577082,0.961538461538462,0.157938230749558,0.961538461538462,0.156013513641587,5,4,"forestfires","area"
"sblm",0.0130743255335194,0.00541955930980155,0.00538312629941053,2.80199999999991,0.826923076923077,0.0149703882083123,0.75,0.00807076101737621,0.923076923076923,0.0251946665675011,0.826923076923077,0.0150676912703686,0.942307692307692,0.0376807055838811,0.923076923076923,0.0255790195990278,5,4,"forestfires","area"
"bart",0.101108018597182,0.0270887448325532,0.0100914551570919,0.671000000000049,0.596153846153846,0.035695789782584,0.576923076923077,0.0346423452648084,0.730769230769231,0.0462640400437535,0.769230769230769,0.0454480233224009,0.788461538461538,0.0559968173736559,0.788461538461538,0.0551431118899011,5,5,"forestfires","area"
"sebart",0.02717425304092,0.00789292213697395,0.00785541770390829,4.05500000000006,0.865384615384615,0.0181572382775126,0.807692307692308,0.00970697873543387,0.903846153846154,0.0299626409565768,0.865384615384615,0.0183166906838573,0.961538461538462,0.0420583943339916,0.903846153846154,0.0303120604333431,5,5,"forestfires","area"
"bart_bc",0.140372639311218,0.0473391292209241,0.0183354411492497,1.875,0.884615384615385,0.108324604559603,0.884615384615385,0.105606046768533,0.923076923076923,0.125188825042545,0.884615384615385,0.122769123134758,0.923076923076923,0.137475273773315,0.923076923076923,0.136255208954484,5,5,"forestfires","area"
"sblm",0.0264417719376226,0.00784233568108646,0.00782742530611123,2.84199999999987,0.884615384615385,0.0164842795812966,0.788461538461538,0.00884634323543787,0.942307692307692,0.0282087421561031,0.884615384615385,0.0166486780426497,0.942307692307692,0.0407304373749793,0.942307692307692,0.0284551031115278,5,5,"forestfires","area"
"bart",0.023259738006497,0.0109564930279597,0.00695053674999683,0.676000000000158,0.826923076923077,0.0438607663426461,0.807692307692308,0.043018971718643,0.865384615384615,0.0570109451934862,0.884615384615385,0.056376519338505,0.923076923076923,0.0686654018518689,0.923076923076923,0.0675908721166723,5,6,"forestfires","area"
"sebart",0.0141843092899742,0.00447627376717833,0.00445346368950589,4.07099999999991,0.942307692307692,0.0169793705880575,0.865384615384615,0.00914152625677689,0.961538461538462,0.0283997250203339,0.942307692307692,0.0170791621646009,0.980769230769231,0.0402675504117398,0.961538461538462,0.0286723073657913,5,6,"forestfires","area"
"bart_bc",0.0284401365202631,0.021270104347398,0.0167098358140424,1.92599999999993,0.961538461538462,0.124418641402536,0.961538461538462,0.122750458961894,0.961538461538462,0.141439094028429,0.961538461538462,0.140440367168982,0.961538461538462,0.154541255812114,0.961538461538462,0.153757612580754,5,6,"forestfires","area"
"sblm",0.0140805431193938,0.00448345848945597,0.00446600621174545,2.7829999999999,0.923076923076923,0.0155048264909211,0.846153846153846,0.00866866485793184,0.980769230769231,0.0265743363805244,0.923076923076923,0.0156390108134373,0.980769230769231,0.0380708916722366,0.980769230769231,0.0270861611005118,5,6,"forestfires","area"
"bart",0.0160301766555442,0.00828608564927628,0.00642251562700996,0.669000000000096,0.826923076923077,0.0459884863416656,0.846153846153846,0.0454578773623641,0.942307692307692,0.0595541432961876,0.961538461538462,0.0589354919280629,0.980769230769231,0.0711362343005856,0.980769230769231,0.0705116416614874,5,7,"forestfires","area"
"sebart",0.00939205029508867,0.00307666448325203,0.00302779169574258,3.99099999999999,0.980769230769231,0.0191565358968461,0.942307692307692,0.00977529502794437,0.980769230769231,0.030085681957863,0.980769230769231,0.0193388423147141,0.980769230769231,0.0429963433830866,0.980769230769231,0.0304569734573218,5,7,"forestfires","area"
"bart_bc",0.0716960179281615,0.0368126274788714,0.0170213521588098,1.95400000000018,0.903846153846154,0.116505569199286,0.903846153846154,0.115346405056773,0.903846153846154,0.133860181652174,0.903846153846154,0.132155777675646,0.903846153846154,0.152054288547444,0.903846153846154,0.145809611515677,5,7,"forestfires","area"
"sblm",0.00915599471145038,0.00306385353227853,0.00307965027204274,2.7940000000001,0.980769230769231,0.0192141390239383,0.942307692307692,0.00975378558381434,0.980769230769231,0.0298007024615483,0.980769230769231,0.0193819892345144,0.980769230769231,0.0407472061878544,0.980769230769231,0.0301855613466718,5,7,"forestfires","area"
"bart",0.04191342734493,0.0211865476418043,0.0127804299904494,0.673999999999978,0.75,0.0485592526433238,0.711538461538462,0.0477450662657316,0.846153846153846,0.0626466304692508,0.846153846153846,0.0619135963730483,0.865384615384615,0.0749054566175658,0.884615384615385,0.0740704954643994,5,8,"forestfires","area"
"sebart",0.0288588741872999,0.0100477020742991,0.010021229929377,4.00600000000009,0.846153846153846,0.0162449670601645,0.846153846153846,0.00920788195503094,0.865384615384615,0.0264920230916619,0.846153846153846,0.0163669251046868,0.884615384615385,0.0374877436593064,0.865384615384615,0.0267393127918045,5,8,"forestfires","area"
"bart_bc",0.109583483602484,0.0571571623170362,0.0199224628888661,1.90499999999997,0.826923076923077,0.110657360932484,0.807692307692308,0.108912552268258,0.826923076923077,0.125619470034519,0.826923076923077,0.124337605984334,0.846153846153846,0.138259973978392,0.846153846153846,0.136229847352903,5,8,"forestfires","area"
"sblm",0.0285670979882528,0.00999782624163888,0.00998276268541225,2.76999999999998,0.846153846153846,0.0153028822516164,0.826923076923077,0.00889754742028481,0.865384615384615,0.0248211699600734,0.846153846153846,0.015403889629912,0.865384615384615,0.035050846759345,0.865384615384615,0.0251775028038537,5,8,"forestfires","area"
"bart",0.0916615398998653,0.0329938311882775,0.0160222665540151,0.669000000000096,0.596153846153846,0.0386032336360308,0.596153846153846,0.0372844667619691,0.653846153846154,0.0506888236989266,0.653846153846154,0.0495306441463152,0.692307692307692,0.0612939347477065,0.692307692307692,0.0604033682401392,5,9,"forestfires","area"
"sebart",0.0421101694366757,0.0146714442329531,0.0146819445104671,3.99700000000007,0.807692307692308,0.0162654795772393,0.75,0.00909072353784686,0.846153846153846,0.0267540299810156,0.807692307692308,0.0163817016815623,0.865384615384615,0.037501025705987,0.846153846153846,0.0270150478476173,5,9,"forestfires","area"
"bart_bc",0.116158963436717,0.0625918799714506,0.0237604248462942,1.88699999999994,0.75,0.115045752533638,0.75,0.111886390357304,0.788461538461538,0.137245907389535,0.75,0.131327107930809,0.826923076923077,0.153163460058514,0.788461538461538,0.149908181914467,5,9,"forestfires","area"
"sblm",0.0420909728222091,0.0148040111634441,0.014791528178902,2.75999999999999,0.807692307692308,0.0152084700385289,0.692307692307692,0.00859843539698383,0.846153846153846,0.0255174315638368,0.807692307692308,0.015405825257473,0.884615384615385,0.0350154895357527,0.846153846153846,0.0257460808075145,5,9,"forestfires","area"
"bart",0.0322908052962682,0.0141773008225333,0.010056756272276,0.68100000000004,0.816326530612245,0.0428964817838227,0.816326530612245,0.0424113546441498,0.877551020408163,0.0554092034156964,0.857142857142857,0.0547822655615979,0.918367346938776,0.0662751490802005,0.918367346938776,0.0654426580261704,5,10,"forestfires","area"
"sebart",0.0235433123191685,0.00833716783028723,0.00832063341937582,4.00900000000001,0.836734693877551,0.0148128769243821,0.775510204081633,0.00834535658157821,0.897959183673469,0.0256480448221282,0.836734693877551,0.0148652782023134,0.897959183673469,0.0355076618949283,0.897959183673469,0.0258085676491938,5,10,"forestfires","area"
"bart_bc",0.0510953687779677,0.0268673441319004,0.0176520530960863,1.87699999999995,0.938775510204082,0.117507882507058,0.938775510204082,0.113820265301352,0.938775510204082,0.134722724359882,0.938775510204082,0.133451738396317,0.938775510204082,0.147885958204914,0.938775510204082,0.146666518494789,5,10,"forestfires","area"
"sblm",0.0234906098387489,0.00833946858207205,0.00836396903266459,2.79100000000017,0.836734693877551,0.0141144891210318,0.755102040816326,0.00808443156140969,0.857142857142857,0.0243936866279193,0.836734693877551,0.0141317220950024,0.918367346938776,0.0338566662862825,0.857142857142857,0.0247534422841643,5,10,"forestfires","area"
"bart",0.06476153532752,0.0184194888562477,0.0109009209947562,0.670000000000073,0.807692307692308,0.0463192316833541,0.788461538461538,0.0450633536370463,0.884615384615385,0.0594015079409532,0.884615384615385,0.058581642656897,0.884615384615385,0.0710494167998767,0.903846153846154,0.0699656850402937,6,1,"forestfires","area"
"sebart",0.0245113925829436,0.00853128132586574,0.00853579796914916,3.95100000000002,0.846153846153846,0.0162080316724903,0.730769230769231,0.008949188576815,0.865384615384615,0.0266438850956287,0.846153846153846,0.0163723545796077,0.923076923076923,0.0385758458701672,0.884615384615385,0.02702411893494,6,1,"forestfires","area"
"bart_bc",0.129814259513296,0.0512287602568672,0.018314457981477,1.89799999999991,0.865384615384615,0.110715850491705,0.865384615384615,0.10976696723937,0.884615384615385,0.142616862093145,0.884615384615385,0.124844384847427,0.903846153846154,0.164070325799677,0.884615384615385,0.153509072910915,6,1,"forestfires","area"
"sblm",0.0244388176316825,0.00847312185637894,0.00849761637773623,2.72499999999991,0.807692307692308,0.0143258159555233,0.75,0.00835886370919661,0.884615384615385,0.0248224730907473,0.807692307692308,0.0144933099818457,0.942307692307692,0.0359528795143943,0.884615384615385,0.0253478704096053,6,1,"forestfires","area"
"bart",0.0480623198964315,0.020539837946693,0.0137195913264309,0.677999999999884,0.846153846153846,0.0669133607345539,0.846153846153846,0.0661246904649234,0.903846153846154,0.0856463841013913,0.903846153846154,0.0848991348763593,0.923076923076923,0.102428204664606,0.923076923076923,0.101478074930131,6,2,"forestfires","area"
"sebart",0.0347284868580344,0.0103173913971727,0.0102869228600682,4.09100000000012,0.826923076923077,0.01523273949088,0.788461538461538,0.00870242081143772,0.923076923076923,0.0267160115475405,0.826923076923077,0.0153459149278885,0.942307692307692,0.0373441952160532,0.923076923076923,0.0269874909029139,6,2,"forestfires","area"
"bart_bc",0.106987457736917,0.0560562032403061,0.021531551344835,1.92200000000003,0.807692307692308,0.124481163448519,0.788461538461538,0.121250316863219,0.807692307692308,0.146360687858257,0.807692307692308,0.143329421730774,0.807692307692308,0.162984050673565,0.807692307692308,0.161005412320085,6,2,"forestfires","area"
"sblm",0.0342232754065097,0.0102532258135277,0.0102519700464873,2.75500000000011,0.826923076923077,0.0148248581580758,0.788461538461538,0.00843744730991518,0.923076923076923,0.025765566784562,0.826923076923077,0.0149040443937692,0.942307692307692,0.0348558138437465,0.923076923076923,0.0259671596966709,6,2,"forestfires","area"
"bart",0.137230728613606,0.0285040429042679,0.0266051907007705,0.679000000000087,0.769230769230769,0.0416317018030381,0.75,0.0410371731435824,0.846153846153846,0.0536374145376687,0.884615384615385,0.053207369304157,0.903846153846154,0.0643154485374933,0.903846153846154,0.0637800283532313,6,3,"forestfires","area"
"sebart",0.138223191434711,0.0243329081310584,0.0243885505400527,4.18700000000013,0.846153846153846,0.0156683452487603,0.788461538461538,0.00875961638539102,0.884615384615385,0.0274586688923347,0.846153846153846,0.0157629730367254,0.923076923076923,0.0393923420260349,0.884615384615385,0.027708120588378,6,3,"forestfires","area"
"bart_bc",0.147642867686762,0.0436195147002333,0.0307293112550388,2.14499999999998,0.865384615384615,0.0871997669420855,0.826923076923077,0.082844992972311,0.865384615384615,0.0992909565101776,0.865384615384615,0.0982838077045015,0.865384615384615,0.108417250195263,0.865384615384615,0.107635137405361,6,3,"forestfires","area"
"sblm",0.13820448314773,0.0243697688179085,0.0243452260020175,2.923,0.865384615384615,0.0144700230870718,0.75,0.0081941446820151,0.884615384615385,0.0247171288993253,0.865384615384615,0.0145040063029214,0.942307692307692,0.0369600668557124,0.884615384615385,0.0250582314483266,6,3,"forestfires","area"
"bart",0.0264609490853815,0.0133556276568336,0.00926672551696463,0.714999999999918,0.807692307692308,0.0544060424832735,0.788461538461538,0.0535051748567105,0.865384615384615,0.0706121948369475,0.846153846153846,0.0693672167770334,0.923076923076923,0.084288229109175,0.903846153846154,0.0832986486935587,6,4,"forestfires","area"
"sebart",0.0189694975436521,0.0062693789059899,0.00622556944893547,4.26099999999997,0.903846153846154,0.0181425932972906,0.865384615384615,0.00982033527365565,0.923076923076923,0.02984198650245,0.903846153846154,0.0182649423922205,0.961538461538462,0.0416918698298186,0.923076923076923,0.0300340353464551,6,4,"forestfires","area"
"bart_bc",0.0831762763200171,0.0426102260062203,0.0187782385239364,1.98099999999999,0.846153846153846,0.125360822000362,0.846153846153846,0.122089427878769,0.865384615384615,0.143476323568485,0.865384615384615,0.141794063459327,0.884615384615385,0.157990917644594,0.865384615384615,0.15638279516762,6,4,"forestfires","area"
"sblm",0.0186202101955313,0.00618892439970145,0.006182773781149,2.81899999999996,0.903846153846154,0.0153098242467444,0.826923076923077,0.00839217593147723,0.903846153846154,0.0259093401988196,0.903846153846154,0.0155200344792114,0.961538461538462,0.0367797976874877,0.903846153846154,0.0264556825909283,6,4,"forestfires","area"
"bart",0.0614705080316118,0.0246045606742007,0.00831194008144754,0.692999999999984,0.615384615384615,0.0455823704745547,0.615384615384615,0.0446044180116336,0.730769230769231,0.0600703814910434,0.711538461538462,0.0584997342539529,0.807692307692308,0.0728334935544197,0.807692307692308,0.071575726064201,6,5,"forestfires","area"
"sebart",0.0107023551956267,0.00405309182267619,0.00396051976861312,3.9820000000002,0.903846153846154,0.0171619818685383,0.865384615384615,0.00916262445909324,0.942307692307692,0.0294238994822948,0.903846153846154,0.0172870474816681,0.980769230769231,0.0432613495720826,0.942307692307692,0.0298220721357937,6,5,"forestfires","area"
"bart_bc",0.121147462135866,0.0470162882845994,0.0161086887433322,1.83600000000001,0.923076923076923,0.136394098314342,0.923076923076923,0.13144880545241,0.942307692307692,0.15682744583291,0.923076923076923,0.153649680654224,0.942307692307692,0.171945546152628,0.942307692307692,0.170407740268918,6,5,"forestfires","area"
"sblm",0.0102738703884649,0.00395766198861583,0.00398388721956642,2.7940000000001,0.903846153846154,0.0161174335455165,0.865384615384615,0.00896630177472726,0.942307692307692,0.0278611581330292,0.903846153846154,0.0162055956244052,0.961538461538462,0.0405875363423069,0.942307692307692,0.0280264731392172,6,5,"forestfires","area"
"bart",0.0559941088582754,0.0215098840908312,0.0107226543051148,0.673999999999978,0.692307692307692,0.0394669093962675,0.711538461538462,0.0382260656129456,0.788461538461538,0.0516603390643074,0.788461538461538,0.0505459534516274,0.788461538461538,0.0614025364050473,0.826923076923077,0.0608536200463628,6,6,"forestfires","area"
"sebart",0.035272996403664,0.0077465542140639,0.00769034398641544,3.99200000000019,0.961538461538462,0.0171857089766683,0.846153846153846,0.00892781435986672,0.961538461538462,0.0285962370209373,0.961538461538462,0.0173891978258338,0.961538461538462,0.0397702597464364,0.961538461538462,0.0287265522542924,6,6,"forestfires","area"
"bart_bc",0.113090862128053,0.05718873142701,0.0205825803451281,1.875,0.807692307692308,0.115901230428619,0.807692307692308,0.113132483884765,0.826923076923077,0.133316161608703,0.807692307692308,0.131286243950059,0.826923076923077,0.147247208012828,0.826923076923077,0.145955941829451,6,6,"forestfires","area"
"sblm",0.0352665251211701,0.00779212381251048,0.00776698747623064,2.74199999999996,0.923076923076923,0.0175323215263602,0.826923076923077,0.00879936289214591,0.961538461538462,0.0278274479917742,0.923076923076923,0.0177011269583442,0.961538461538462,0.0390757120072863,0.961538461538462,0.0281534330376769,6,6,"forestfires","area"
"bart",0.112152229222322,0.022921996172715,0.00674123740159085,0.666999999999916,0.75,0.0321211129853573,0.730769230769231,0.0310467348986189,0.846153846153846,0.0408723280517639,0.846153846153846,0.0405215217087272,0.865384615384615,0.0488136270663597,0.865384615384615,0.0482084738059344,6,7,"forestfires","area"
"sebart",0.0145218225785314,0.0050597143889608,0.00506089709019534,4.02399999999989,0.923076923076923,0.0183868400696717,0.826923076923077,0.00929028923968604,0.942307692307692,0.0294205907791539,0.923076923076923,0.0185788938997476,0.961538461538462,0.0408294187068457,0.942307692307692,0.029739793064387,6,7,"forestfires","area"
"bart_bc",0.137020802046317,0.0367648017744877,0.0168445217151988,1.83600000000001,0.961538461538462,0.117663859188758,0.961538461538462,0.115838692341403,0.961538461538462,0.133736908240988,0.961538461538462,0.132557700760662,0.961538461538462,0.147034184321153,0.961538461538462,0.145149958742313,6,7,"forestfires","area"
"sblm",0.0143989402315219,0.00506473444917897,0.00505707369905536,2.75099999999998,0.923076923076923,0.0173435215653663,0.826923076923077,0.00917057524318246,0.961538461538462,0.0281896353893622,0.923076923076923,0.0175082405925478,0.961538461538462,0.0390284390712223,0.961538461538462,0.0285896220313733,6,7,"forestfires","area"
"bart",0.0328139255441719,0.0150090697444699,0.00766410422706992,0.66800000000012,0.711538461538462,0.0435136673388754,0.730769230769231,0.0425678402175713,0.75,0.056468914699947,0.75,0.0552510666497221,0.807692307692308,0.0675986913381813,0.826923076923077,0.0666203006296096,6,8,"forestfires","area"
"sebart",0.0108434446232319,0.00426043614194925,0.00419671143931708,4.07300000000009,0.903846153846154,0.0176647907786297,0.884615384615385,0.0095579806949027,0.923076923076923,0.0291914242887805,0.903846153846154,0.0177501519540682,0.961538461538462,0.0438472960036045,0.923076923076923,0.029559931245788,6,8,"forestfires","area"
"bart_bc",0.0703494884882029,0.0354558096445074,0.0164687741270083,1.87300000000005,0.923076923076923,0.125060098712445,0.865384615384615,0.11686007282623,0.942307692307692,0.148012189222352,0.923076923076923,0.142633820528686,0.942307692307692,0.16248146328295,0.942307692307692,0.160669373574296,6,8,"forestfires","area"
"sblm",0.0105485624706077,0.00424697868277177,0.00420757785181837,2.75,0.903846153846154,0.0164317474408125,0.903846153846154,0.00916266003754283,0.903846153846154,0.0278539279524595,0.903846153846154,0.0165070642202944,0.980769230769231,0.0398240738331533,0.903846153846154,0.0280438793959829,6,8,"forestfires","area"
"bart",0.093019216758278,0.0224026315331459,0.0207601684226502,0.694999999999936,0.807692307692308,0.0344791875640959,0.788461538461538,0.033897595585161,0.846153846153846,0.0451445387324914,0.846153846153846,0.0444606637397482,0.846153846153846,0.0545604841494172,0.846153846153846,0.0538058697781368,6,9,"forestfires","area"
"sebart",0.0947781947204714,0.0190605186829176,0.0190680582050752,4.16000000000008,0.846153846153846,0.0160605937378883,0.826923076923077,0.00891559314426096,0.846153846153846,0.0256170763856355,0.846153846153846,0.0161953116717335,0.865384615384615,0.036804527979792,0.846153846153846,0.0258901154907902,6,9,"forestfires","area"
"bart_bc",0.098479973041651,0.0343658005204202,0.0301179676963538,1.87299999999982,0.942307692307692,0.128751115559917,0.942307692307692,0.125723040242567,0.961538461538462,0.148337606338996,0.942307692307692,0.145217094784217,0.980769230769231,0.162986031208241,0.961538461538462,0.161022572639892,6,9,"forestfires","area"
"sblm",0.0946524875242396,0.0190598397966768,0.0190780749358854,2.89400000000001,0.846153846153846,0.0157358418414119,0.826923076923077,0.00893516983181829,0.846153846153846,0.0262155543202718,0.846153846153846,0.0158613093638264,0.846153846153846,0.0363435989796753,0.846153846153846,0.0263011597877389,6,9,"forestfires","area"
"bart",0.0382183141286565,0.0210868369992655,0.0179071121940492,0.677000000000135,0.73469387755102,0.0387089260876458,0.755102040816326,0.037850545548087,0.877551020408163,0.0497835490623208,0.836734693877551,0.049108228826775,0.897959183673469,0.0594628085429367,0.897959183673469,0.0589259732668283,6,10,"forestfires","area"
"sebart",0.0468988235379977,0.0165664586473262,0.0165881792147762,4.12200000000007,0.795918367346939,0.0153423021780042,0.755102040816326,0.00862924077406233,0.836734693877551,0.0250545664755291,0.795918367346939,0.0154765640826187,0.877551020408163,0.0352257715456522,0.836734693877551,0.025376490019727,6,10,"forestfires","area"
"bart_bc",0.104055254888236,0.046410682513721,0.0255149776554731,1.9190000000001,0.816326530612245,0.135039871397922,0.755102040816326,0.124777434372891,0.836734693877551,0.158994568145523,0.836734693877551,0.152377233527315,0.897959183673469,0.177692128352706,0.877551020408163,0.172874597981293,6,10,"forestfires","area"
